1629 2 bounds
1630 1 bounteous
1631 1 bounties
1632 1 bountiful
1633 1 bountifully
1634 1 bourbons
1635 2 bout
1636 6 bouton
1637 43 bow
1638 3 bowditch
1639 10 bowed
1640 12 bowels
1641 3 bower
1642 1 bowie
1643 6 bowing
1644 1 bowings
1645 8 bowl
1646 2 bowled
1647 1 bowline
1648 3 bowlines
1649 1 bowling
1650 2 bowls
1651 49 bows
1652 8 bowsman
1653 1 bowsmen
1654 8 bowsprit
1655 1 bowstring
1656 18 box
1657 5 boxes
1658 1 boxing
1659 65 boy
1660 1 boyhood
1661 35 boys
1662 9 brace
1663 2 braced
1664 6 braces
1665 4 bracing
1666 1 brack
1667 1 brackish
1668 1 bracton
1669 2 brag
1670 1 brags
1671 2 brahma
1672 1 brahmins
1673 3 braided
1674 1 braiding
1675 35 brain
1676 1 brained
1677 1 braining
1678 8 brains
1679 3 branch
1680 4 branches
1681 2 brand
1682 4 branded
1683 1 branding
